4/4!1:0,5/1!2:1*124
3/2!2:-1,6/1!3:0*-23
4/4!1:0,8/2!2:-1*2
2/2!2:0,5/1!2:1*-29
4/4!2:0,7/3!2:1*1
2/2!1:0,7/3!1:0*2
0/0!2:0,7/1!1:-1*3
3/2!1:-1,6/1!3:0*-1
3/2!2:0,6/1!2:0*-1
3/2!3:0,6/1!1:0*-1
4/4!2:0,6/1!0:1*1
1/1!3:0,8/2!0:0*1
2/1!3:-1,9/3!0:0*2
3/2!3:0,8/2!3:-1*1
4/4!1:0,8/2!2:0*1
2/1!3:-1,8/1!0:0*1
0/0!1:0,6/1!2:-1*01
1/2!1:1,7/3!2:1*0
3/4!3:1,6/0!1:-1*01
2/3!3:0,7/1!0:0*1
1/0!3:-1,7/1!3:-1*-1
0/1!3:1,9/3!1:-1*-1
2/2!1:0,8/3!1:-1*1
0/0!3:0,8/3!0:0*2
4/3!3:0,5/0!3:0*-1
2/1!2:-1,5/1!2:1*-1
1/1!2:0,7/3!2:1*0
4/3!3:-1,9/4!3:0*-1
0/0!2:0,7/1!2:-1*1
3/3!1:0,6/3!1:1*1
0/0!1:0,9/3!1:0*01
4/3!1:-1,7/2!3:0*01
4/3!2:0,7/2!1:0*-1
4/3!3:0,6/1!3:0*-1
1/0!2:-1,7/1!2:-1*-1
1/0!3:0,7/1!1:0*01
0/0!2:0,9/3!1:-1*-3
1/0!2:-1,6/1!3:0*-2
1/0!3:0,7/3!1:1*-2
3/3!3:-1,7/2!2:0*0
2/3!3:1,7/3!3:1*01
2/3!3:1,9/3!0:0*2
3/3!3:0,8/1!1:-1*-1
4/4!1:0,6/0!2:-1*11
3/3!2:0,8/2!2:-1*-4
4/3!2:-1,6/1!3:0*-2
3/3!1:0,6/1!1:0*0
3/4!2:1,6/2!0:1*1
2/3!2:1,7/1!1:-1*2
4/3!3:-1,7/1!0:0*1
4/3!2:-1,6/2!2:1*-2
0/1!2:1,8/3!3:0*9
0/2!3:1,5/0!2:0*-2
3/4!3:0,5/0!3:0*0
4/4!2:0,6/0!2:-1*01
1/2!2:1,8/3!1:0*-1
3/4!3:0,8/4!3:1*0
2/2!1:0,8/4!2:0*0
1/1!1:0,9/3!2:-1*-1
4/3!2:-1,5/0!0:0*1
0/0!1:0,7/3!2:1*4
2/2!1:0,7/2!1:-1*1
4/4!2:0,7/1!0:-1*1
0/0!1:0,9/3!1:-1*5
0/0!2:0,9/3!0:0*3
0/0!3:0,9/3!1:-1*0
4/3!2:-1,9/3!0:0*1
4/3!3:-1,5/2!0:1*1
1/2!3:0,6/2!0:1*1
4/4!1:0,8/2!0:-1*1
2/3!3:0,7/2!2:0*1
3/4!2:1,7/1!1:-1*1
0/0!2:0,7/1!0:0*3
3/4!3:1,7/1!1:-1*-1
4/4!2:0,7/1!1:-1*0
3/2!2:-1,7/1!2:-1*01
3/1!3:-1,7/0!1:-1*-1
1/2!2:1,8/4!1:1*1
2/2!1:0,9/3!2:-1*1
2/3!2:1,8/4!0:0*1
2/2!1:0,5/1!1:1*1
0/1!1:1,8/3!3:0*0
2/2!2:0,8/4!2:1*-14
0/1!2:0,9/4!3:0*1
2/1!3:-1,8/4!0:0*1
4/4!1:0,5/0!1:0*2
4/4!1:0,7/3!1:0*2
4/3!3:-1,6/1!1:-1*1
1/3!3:1,6/1!3:0*-1
3/4!3:0,7/1!2:-1*-1
0/1!2:1,8/2!1:0*01
0/1!2:1,8/4!0:0*1
2/2!1:0,7/3!2:1*-1
1/1!1:0,7/2!1:-1*0
3/2!2:-1,6/1!2:0*1
3/3!3:-1,6/0!1:0*-1
3/2!2:-1,9/3!1:0*-1
0/0!1:0,9/4!0:0*1
0/0!2:0,7/2!1:0*-2
3/4!3:0,6/1!3:0*01
3/3!2:0,5/1!0:1*1
0/0!2:0,9/3!2:-1*01
0/1!3:1,9/3!1:0*-2
1/1!1:0,7/3!2:1*31
1/1!2:0,7/4!1:1*-1
0/0!1:0,8/2!2:-1*-1
1/0!3:-1,8/2!1:0*-1
3/4!2:1,6/1!1:0*3
3/4!3:0,8/3!3:0*1
2/0!3:-1,7/1!0:0*1
4/4!2:0,7/3!1:1*01
3/2!3:0,8/2!0:-1*1
1/1!1:0,8/4!2:1*-7
0/1!2:1,9/3!2:-1*-1
2/3!2:1,8/4!1:0*-1
2/3!3:0,5/1!1:0*-1
2/2!2:0,8/4!0:1*1
2/2!1:0,7/3!1:1*-1
2/2!2:0,5/1!0:0*5
2/1!2:-1,7/2!3:0*126
2/2!3:1,6/1!2:0*1
0/0!2:0,8/4!1:1*13
0/0!2:0,8/4!1:0*2
3/4!3:1,6/0!2:-1*1
1/0!1:-1,8/4!0:0*1
0/0!1:0,8/4!1:1*-1
1/1!1:0,8/2!3:-1*1
3/4!2:1,5/1!0:0*1
0/0!1:0,7/1!2:-1*13
2/3!1:1,6/1!3:0*1
2/3!2:0,5/0!3:0*1
2/4!3:1,5/0!2:0*1
2/2!3:0,6/0!1:0*0
1/0!1:-1,5/0!2:0*0
2/1!2:-1,9/4!3:0*-1
4/3!3:0,9/4!3:0*11
0/0!2:0,6/2!2:1*32
1/2!2:1,9/4!2:0*1
4/4!1:0,9/3!1:-1*4
0/0!1:0,5/1!2:1*5
0/2!3:1,9/3!0:0*1
1/1!1:0,6/2!1:1*2
3/3!2:0,6/2!0:0*2
4/3!2:-1,9/4!2:0*01
0/1!2:1,9/4!3:0*20
0/2!3:1,5/0!1:0*1
3/4!2:1,8/2!3:-1*1
3/4!3:0,8/1!1:0*1
4/4!2:0,5/0!0:0*1
1/2!1:1,6/1!1:0*1
1/2!2:0,5/0!2:0*1
0/0!1:0,7/1!1:-1*21
2/3!3:1,5/0!1:-1*-1
3/3!1:0,8/2!1:-1*22
1/2!1:1,6/1!0:0*2
3/4!2:1,6/1!2:0*1
3/4!2:1,7/2!2:0*-2
1/1!2:0,6/2!1:0*9
2/1!3:0,8/3!1:0*-1
2/3!3:1,7/3!2:1*0
4/4!3:0,7/1!1:-1*3
0/1!2:1,8/4!3:1*01
3/3!2:0,8/2!3:-1*01
0/0!2:0,7/3!1:0*2
